Fecha de entrada,Fecha de salida,Nº noches,Gasto total (€),Nº personas,Reserva anticipada,Área de actucaravana
2023-08-02,2023-08-08,6,528,2,False,La Seu d'Urgell
2023-05-30,2023-05-31,1,87,5,True,Gautegiz Arteaga
2023-08-05,2023-08-10,5,585,5,False,Frías
2023-02-20,2023-02-24,4,456,4,True,Sopuerta
2023-10-17,2023-10-18,1,81,4,True,Bermeo
2023-01-22,2023-01-25,3,225,5,False,Puebla de Sanabria
2023-08-28,2023-08-29,1,114,2,False,Frías
2023-02-05,2023-02-12,7,588,1,False,Culla
2023-01-08,2023-01-15,7,763,3,True,Gautegiz Arteaga
2023-12-22,2023-12-24,2,106,4,True,La Seu d'Urgell
2023-06-25,2023-06-30,5,570,4,True,Gautegiz Arteaga
2023-11-26,2023-11-30,4,272,6,True,Onda
2023-07-30,2023-08-01,2,190,6,False,La Seu d'Urgell
2023-07-03,2023-07-08,5,205,6,True,Onda
2023-10-05,2023-10-12,7,301,5,True,Puebla de Sanabria
2023-05-23,2023-05-24,1,115,2,False,Puebla de Sanabria
2023-04-23,2023-04-27,4,320,2,True,Bermeo
2023-03-21,2023-03-23,2,194,3,False,La Seu d'Urgell
2023-02-24,2023-02-26,2,224,3,False,Lorca
2023-01-22,2023-01-24,2,114,6,False,Balmaseda
2023-09-26,2023-09-27,1,100,1,False,Frías
2023-05-29,2023-06-04,6,648,2,True,Puebla de Sanabria
2023-03-18,2023-03-22,4,300,1,False,Puebla de Sanabria
2023-10-31,2023-11-04,4,248,3,True,Baena
2023-06-14,2023-06-19,5,375,1,False,Sopuerta
2023-12-27,2023-12-28,1,109,4,True,La Seu d'Urgell
2023-11-15,2023-11-17,2,174,1,False,Morella
2023-10-09,2023-10-13,4,168,3,False,Balmaseda
2023-04-18,2023-04-19,1,103,1,False,Lorca
2023-01-01,2023-01-05,4,472,3,False,Bermeo
2023-11-03,2023-11-04,1,50,6,False,Gautegiz Arteaga
2023-01-10,2023-01-14,4,296,5,True,Onda
2023-08-12,2023-08-13,1,113,1,True,Onda
2023-01-27,2023-02-01,5,225,4,False,Frías
2023-01-06,2023-01-11,5,250,6,True,Puebla de Sanabria
2023-11-23,2023-11-25,2,94,1,False,Onda
2023-01-10,2023-01-15,5,425,5,False,Balmaseda
2023-03-28,2023-04-01,4,344,2,False,Culla
2023-09-27,2023-10-04,7,784,2,False,Pobladura del Valle
2023-05-20,2023-05-23,3,315,4,False,La Seu d'Urgell
2023-11-06,2023-11-11,5,450,4,False,Puebla de Sanabria
2023-04-08,2023-04-11,3,171,5,True,La Seu d'Urgell
2023-09-03,2023-09-06,3,168,6,True,Bermeo
2023-12-05,2023-12-10,5,365,4,True,Morella
2023-03-20,2023-03-25,5,295,6,False,Frías
2023-07-22,2023-07-26,4,480,3,False,Baena
2023-11-13,2023-11-19,6,342,6,False,Balmaseda
2023-09-05,2023-09-10,5,215,6,False,Gautegiz Arteaga
2023-12-04,2023-12-10,6,414,5,False,Frías
2023-07-07,2023-07-13,6,264,5,False,La Seu d'Urgell
2023-05-18,2023-05-21,3,345,2,False,Baena
2023-05-08,2023-05-09,1,61,5,False,Pobladura del Valle
2023-07-17,2023-07-22,5,510,2,False,Pobladura del Valle
2023-11-23,2023-11-29,6,336,2,False,Culla
2023-06-20,2023-06-24,4,268,1,True,Gautegiz Arteaga
2023-07-17,2023-07-19,2,220,2,True,Frías
2023-12-14,2023-12-16,2,154,4,True,Puebla de Sanabria
2023-10-18,2023-10-21,3,198,5,False,Onda
2023-02-03,2023-02-06,3,258,1,False,La Seu d'Urgell
2023-02-01,2023-02-05,4,460,2,False,Sopuerta
2023-02-26,2023-02-27,1,73,2,False,Lorca
2023-04-17,2023-04-23,6,660,2,False,Onda
2023-01-27,2023-02-02,6,324,1,False,Balmaseda
2023-07-19,2023-07-24,5,470,3,False,Frías
2023-08-01,2023-08-06,5,480,1,True,Balmaseda
2023-03-13,2023-03-15,2,190,2,False,Gautegiz Arteaga
2023-06-05,2023-06-09,4,200,1,False,Onda
2023-11-28,2023-12-03,5,415,1,False,Gautegiz Arteaga
2023-05-21,2023-05-27,6,564,3,True,Pobladura del Valle
2023-11-23,2023-11-29,6,492,3,False,Puebla de Sanabria
2023-05-01,2023-05-05,4,316,3,False,Frías
2023-05-18,2023-05-23,5,500,1,True,Baena
2023-04-29,2023-05-03,4,364,4,False,Baena
2023-06-16,2023-06-23,7,406,4,False,Puebla de Sanabria
2023-01-25,2023-01-29,4,388,5,False,Lorca
2023-04-08,2023-04-11,3,315,3,True,Gautegiz Arteaga
2023-09-20,2023-09-26,6,720,1,False,Gautegiz Arteaga
2023-10-15,2023-10-21,6,528,2,False,Pobladura del Valle
2023-04-03,2023-04-09,6,492,5,True,Lorca
2023-01-09,2023-01-10,1,71,1,False,Gautegiz Arteaga
2023-08-29,2023-09-01,3,156,4,True,Pobladura del Valle
2023-09-30,2023-10-05,5,510,1,True,Balmaseda
2023-04-03,2023-04-09,6,270,6,False,Frías
2023-12-10,2023-12-14,4,236,1,False,Lorca
2023-09-01,2023-09-02,1,93,2,False,Culla
2023-01-23,2023-01-28,5,600,5,True,Morella
2023-05-11,2023-05-12,1,117,1,False,Sopuerta
2023-01-20,2023-01-23,3,315,4,False,Culla
2023-06-03,2023-06-06,3,147,3,True,Gautegiz Arteaga
2023-01-10,2023-01-14,4,472,6,False,La Seu d'Urgell
2023-02-10,2023-02-16,6,492,6,False,Pobladura del Valle
2023-01-17,2023-01-23,6,522,3,False,Morella
2023-02-20,2023-02-23,3,333,6,False,Pobladura del Valle
2023-11-17,2023-11-22,5,600,5,False,Puebla de Sanabria
2023-08-12,2023-08-17,5,545,6,True,Morella
2023-10-07,2023-10-09,2,130,3,False,Puebla de Sanabria
2023-08-21,2023-08-28,7,483,3,False,Baena
2023-04-21,2023-04-27,6,348,1,False,Culla
2023-12-20,2023-12-24,4,416,3,False,Pobladura del Valle
2023-08-29,2023-09-04,6,420,4,False,Pobladura del Valle
2023-11-11,2023-11-13,2,182,3,True,Balmaseda
2023-07-04,2023-07-08,4,404,6,True,Gautegiz Arteaga
2023-03-01,2023-03-04,3,168,6,True,La Seu d'Urgell
2023-04-03,2023-04-07,4,300,4,False,Puebla de Sanabria
2023-04-20,2023-04-24,4,448,5,False,Pobladura del Valle
2023-09-11,2023-09-14,3,207,6,True,Puebla de Sanabria
2023-11-11,2023-11-12,1,51,3,True,Gautegiz Arteaga
2023-06-17,2023-06-22,5,535,1,True,Onda
2023-02-04,2023-02-09,5,370,2,True,Gautegiz Arteaga
2023-07-30,2023-08-06,7,329,4,True,Gautegiz Arteaga
2023-07-14,2023-07-21,7,742,2,True,Pobladura del Valle
2023-03-15,2023-03-16,1,79,6,False,Bermeo
2023-08-12,2023-08-16,4,160,6,True,Onda
2023-04-19,2023-04-23,4,348,1,True,Morella
2023-05-30,2023-05-31,1,120,5,False,La Seu d'Urgell
2023-10-06,2023-10-12,6,576,4,True,Sopuerta
2023-01-14,2023-01-21,7,462,6,False,Lorca
2023-11-26,2023-11-27,1,95,1,False,Frías
2023-03-04,2023-03-11,7,329,3,False,La Seu d'Urgell
2023-01-21,2023-01-27,6,696,2,True,Balmaseda
2023-02-04,2023-02-08,4,348,6,True,Balmaseda
2023-05-01,2023-05-02,1,70,6,True,Balmaseda
2023-06-12,2023-06-16,4,328,6,False,Puebla de Sanabria
2023-05-26,2023-06-02,7,798,3,False,Balmaseda
2023-04-29,2023-05-04,5,300,1,False,Morella
2023-08-22,2023-08-28,6,576,3,False,Frías
2023-02-27,2023-03-04,5,525,3,False,Morella
2023-03-22,2023-03-26,4,360,2,True,Puebla de Sanabria
2023-09-19,2023-09-25,6,360,4,False,Morella
2023-08-27,2023-08-29,2,150,3,False,La Seu d'Urgell
2023-08-18,2023-08-20,2,88,5,False,Culla
2023-12-01,2023-12-02,1,120,4,False,Onda
2023-03-02,2023-03-07,5,475,4,True,Morella
2023-04-26,2023-05-02,6,264,5,False,Puebla de Sanabria
2023-06-08,2023-06-12,4,244,1,True,Pobladura del Valle
2023-12-14,2023-12-19,5,340,3,True,Morella
2023-07-20,2023-07-27,7,287,6,True,Bermeo
2023-07-09,2023-07-11,2,106,4,True,Lorca
2023-07-26,2023-07-27,1,90,3,False,Bermeo
2023-06-28,2023-07-01,3,147,2,False,Onda
2023-10-05,2023-10-11,6,690,3,True,Balmaseda
2023-10-26,2023-10-31,5,245,6,False,Onda
2023-09-29,2023-09-30,1,74,3,False,Frías
2023-11-08,2023-11-14,6,462,5,True,Baena
2023-07-13,2023-07-15,2,114,5,False,Pobladura del Valle
2023-02-12,2023-02-19,7,588,4,False,Baena
2023-06-19,2023-06-22,3,123,2,True,Baena
2023-02-20,2023-02-25,5,600,5,True,Bermeo
2023-12-25,2023-12-29,4,432,1,True,Gautegiz Arteaga
2023-03-06,2023-03-10,4,324,3,True,Gautegiz Arteaga
2023-11-09,2023-11-11,2,96,2,True,Balmaseda
2023-11-29,2023-12-01,2,94,5,True,Puebla de Sanabria
2023-08-23,2023-08-24,1,51,6,False,Sopuerta
2023-07-02,2023-07-04,2,206,6,True,Morella
2023-10-11,2023-10-18,7,798,2,True,Puebla de Sanabria
2023-10-02,2023-10-08,6,516,4,False,Bermeo
2023-08-05,2023-08-08,3,144,2,False,Culla
2023-06-12,2023-06-13,1,73,3,True,Lorca
2023-06-03,2023-06-04,1,92,3,False,Bermeo
2023-10-11,2023-10-17,6,648,1,False,Onda
2023-03-28,2023-04-04,7,735,5,True,Morella
2023-11-22,2023-11-24,2,188,3,True,Sopuerta
2023-05-01,2023-05-07,6,294,4,False,Balmaseda
2023-01-30,2023-02-02,3,153,3,False,Sopuerta
2023-09-06,2023-09-10,4,216,2,False,Baena
2023-08-11,2023-08-18,7,315,4,True,Lorca
2023-03-17,2023-03-22,5,425,2,False,Baena
2023-06-23,2023-06-27,4,388,2,True,Puebla de Sanabria
2023-06-19,2023-06-25,6,504,4,False,Puebla de Sanabria
2023-10-20,2023-10-22,2,192,4,False,Onda
2023-09-26,2023-09-30,4,332,6,False,Balmaseda
2023-07-10,2023-07-11,1,62,3,False,Onda
2023-04-07,2023-04-08,1,83,5,False,Sopuerta
2023-09-04,2023-09-11,7,749,3,False,La Seu d'Urgell
2023-06-28,2023-06-29,1,91,5,True,La Seu d'Urgell
2023-05-08,2023-05-11,3,165,5,True,Gautegiz Arteaga
2023-08-23,2023-08-24,1,57,1,True,Culla
2023-08-16,2023-08-19,3,120,2,False,Pobladura del Valle
2023-09-01,2023-09-02,1,61,3,False,Culla
2023-01-30,2023-01-31,1,46,6,False,Morella
2023-11-20,2023-11-22,2,96,2,True,Bermeo
2023-04-13,2023-04-20,7,770,6,True,Sopuerta
2023-03-06,2023-03-09,3,300,6,True,Bermeo
2023-10-19,2023-10-24,5,545,5,False,Gautegiz Arteaga
2023-12-26,2023-12-28,2,192,2,False,Puebla de Sanabria
2023-06-16,2023-06-20,4,452,4,False,Baena
2023-11-28,2023-12-02,4,212,6,False,Baena
2023-07-18,2023-07-20,2,204,1,True,Culla
2023-09-23,2023-09-25,2,182,1,False,Pobladura del Valle
2023-08-30,2023-09-06,7,308,2,False,Culla
2023-04-29,2023-05-04,5,220,5,False,Baena
2023-04-02,2023-04-08,6,582,4,True,Puebla de Sanabria
2023-10-04,2023-10-11,7,623,5,True,La Seu d'Urgell
2023-05-18,2023-05-19,1,49,6,True,Bermeo
2023-01-24,2023-01-27,3,327,2,True,Lorca
2023-06-05,2023-06-08,3,276,5,True,La Seu d'Urgell
2023-07-24,2023-07-26,2,108,3,True,Frías
2023-02-13,2023-02-17,4,384,6,True,Culla
2023-02-04,2023-02-09,5,595,2,True,Pobladura del Valle
2023-07-26,2023-07-31,5,300,6,True,Balmaseda
2023-04-22,2023-04-23,1,81,1,True,Puebla de Sanabria
2023-12-10,2023-12-16,6,600,5,True,Culla
2023-01-23,2023-01-26,3,174,6,True,Baena
2023-04-11,2023-04-16,5,515,4,False,Bermeo
2023-02-16,2023-02-22,6,582,5,True,Gautegiz Arteaga
2023-06-14,2023-06-17,3,345,6,False,Culla
2023-08-14,2023-08-17,3,138,4,False,Sopuerta
2023-11-03,2023-11-10,7,462,6,False,Puebla de Sanabria
2023-01-17,2023-01-21,4,380,1,False,Gautegiz Arteaga
2023-09-21,2023-09-27,6,558,1,True,Bermeo
2023-04-04,2023-04-06,2,160,2,True,Balmaseda
2023-06-02,2023-06-06,4,168,1,True,Pobladura del Valle
2023-04-28,2023-05-03,5,245,2,True,La Seu d'Urgell
2023-01-05,2023-01-10,5,245,5,False,Lorca
2023-03-15,2023-03-18,3,168,5,True,Pobladura del Valle
2023-01-04,2023-01-08,4,328,3,True,Frías
2023-11-14,2023-11-15,1,96,4,False,Lorca
2023-09-19,2023-09-22,3,348,6,False,Bermeo
2023-11-27,2023-11-29,2,122,2,True,Morella
2023-10-30,2023-11-01,2,204,6,False,Morella
2023-01-25,2023-01-28,3,198,6,True,Pobladura del Valle
2023-12-07,2023-12-13,6,708,1,True,Pobladura del Valle
2023-10-14,2023-10-15,1,119,4,False,Bermeo
2023-12-11,2023-12-16,5,360,2,True,La Seu d'Urgell
2023-10-24,2023-10-27,3,135,6,False,Gautegiz Arteaga
2023-10-04,2023-10-06,2,162,6,True,Sopuerta
2023-04-02,2023-04-04,2,112,1,True,Bermeo
2023-09-12,2023-09-13,1,62,1,False,Frías
2023-06-03,2023-06-09,6,510,2,False,Sopuerta
2023-04-06,2023-04-12,6,558,4,True,Baena
2023-05-19,2023-05-25,6,570,4,True,Morella
2023-07-12,2023-07-19,7,819,5,True,Culla
2023-01-13,2023-01-15,2,108,3,False,Culla
2023-07-27,2023-07-31,4,344,2,False,Pobladura del Valle
2023-04-30,2023-05-03,3,264,3,False,Onda
2023-08-16,2023-08-21,5,520,2,True,Balmaseda
2023-09-09,2023-09-13,4,464,3,True,Sopuerta
2023-01-23,2023-01-30,7,371,5,False,Sopuerta
2023-06-09,2023-06-10,1,79,2,True,Gautegiz Arteaga
2023-07-08,2023-07-15,7,707,2,True,La Seu d'Urgell
2023-06-24,2023-06-26,2,238,2,False,La Seu d'Urgell
2023-05-04,2023-05-09,5,545,4,False,Bermeo
2023-09-13,2023-09-15,2,126,1,False,La Seu d'Urgell
2023-04-29,2023-05-06,7,364,3,False,Sopuerta
2023-03-28,2023-04-02,5,330,5,False,Gautegiz Arteaga
2023-04-06,2023-04-08,2,204,3,False,Bermeo
2023-07-26,2023-07-28,2,126,6,True,Pobladura del Valle
2023-01-29,2023-01-30,1,71,6,False,Lorca
2023-09-17,2023-09-18,1,87,3,True,La Seu d'Urgell
2023-05-25,2023-05-29,4,208,2,False,Balmaseda
2023-08-03,2023-08-10,7,336,3,True,Baena
2023-02-11,2023-02-17,6,552,5,True,Puebla de Sanabria
2023-03-13,2023-03-19,6,690,1,True,Baena
2023-04-27,2023-04-28,1,65,2,False,Sopuerta
2023-07-28,2023-08-04,7,539,6,False,Onda
2023-08-26,2023-08-31,5,330,6,False,Bermeo
2023-11-03,2023-11-04,1,111,1,False,Onda
2023-06-19,2023-06-23,4,268,4,True,Sopuerta
2023-07-17,2023-07-20,3,195,1,False,Puebla de Sanabria
2023-02-17,2023-02-23,6,582,2,True,Onda
2023-04-28,2023-04-30,2,222,1,False,Pobladura del Valle
2023-11-15,2023-11-22,7,343,4,False,Gautegiz Arteaga
2023-06-12,2023-06-15,3,330,2,False,Sopuerta
2023-07-18,2023-07-21,3,351,1,False,Sopuerta
2023-12-07,2023-12-14,7,560,2,False,La Seu d'Urgell
2023-02-02,2023-02-06,4,400,5,True,Culla
2023-06-30,2023-07-05,5,565,3,False,Baena
2023-12-18,2023-12-23,5,315,3,False,Sopuerta
2023-03-09,2023-03-13,4,376,6,False,Pobladura del Valle
2023-12-05,2023-12-11,6,708,1,False,Lorca
2023-02-11,2023-02-17,6,642,1,True,Sopuerta
2023-03-30,2023-03-31,1,80,5,False,Lorca
2023-03-06,2023-03-13,7,350,1,False,Gautegiz Arteaga
2023-09-22,2023-09-26,4,472,5,False,Culla
2023-06-20,2023-06-24,4,308,4,True,Sopuerta
2023-11-14,2023-11-15,1,76,2,True,Puebla de Sanabria
2023-09-10,2023-09-17,7,581,5,True,Balmaseda
2023-04-02,2023-04-09,7,287,5,False,Bermeo
2023-11-12,2023-11-16,4,348,6,True,Culla
2023-09-06,2023-09-12,6,576,2,False,Gautegiz Arteaga
2023-07-12,2023-07-17,5,595,4,True,Frías
2023-10-24,2023-10-30,6,390,1,True,Onda
2023-11-30,2023-12-07,7,301,6,True,Morella
2023-07-05,2023-07-10,5,350,1,False,Frías
2023-12-19,2023-12-21,2,170,5,False,Gautegiz Arteaga
2023-11-10,2023-11-11,1,45,4,False,Pobladura del Valle
2023-03-01,2023-03-07,6,492,4,False,Puebla de Sanabria
2023-01-23,2023-01-29,6,672,4,False,Culla
2023-07-18,2023-07-24,6,414,1,False,La Seu d'Urgell
2023-12-17,2023-12-21,4,348,3,True,Culla
2023-11-25,2023-11-29,4,372,5,False,Puebla de Sanabria
2023-05-13,2023-05-15,2,152,5,False,Balmaseda
2023-10-29,2023-11-01,3,132,5,False,La Seu d'Urgell
2023-07-15,2023-07-21,6,276,5,True,Onda
2023-09-02,2023-09-07,5,240,6,True,Bermeo
2023-05-07,2023-05-14,7,679,6,False,Bermeo
2023-01-30,2023-02-03,4,304,3,False,La Seu d'Urgell
2023-12-25,2023-12-28,3,267,1,False,Frías
2023-05-11,2023-05-13,2,188,5,True,Lorca
2023-02-17,2023-02-18,1,113,6,False,Onda
2023-08-25,2023-08-28,3,195,5,True,Balmaseda
2023-12-20,2023-12-24,4,432,6,True,Sopuerta
2023-03-31,2023-04-06,6,270,6,False,Onda
2023-09-21,2023-09-28,7,784,5,True,La Seu d'Urgell
2023-08-04,2023-08-06,2,112,5,False,Gautegiz Arteaga
2023-02-04,2023-02-09,5,580,6,False,Bermeo
2023-10-11,2023-10-16,5,340,4,False,Lorca
2023-03-16,2023-03-17,1,118,5,True,Sopuerta
2023-03-02,2023-03-04,2,114,4,False,Baena
2023-10-30,2023-10-31,1,66,3,True,Frías
2023-02-06,2023-02-11,5,585,2,True,Culla
2023-02-07,2023-02-09,2,104,1,False,Gautegiz Arteaga
2023-01-12,2023-01-17,5,210,3,False,Frías
2023-11-15,2023-11-18,3,252,6,False,Frías
2023-11-06,2023-11-11,5,540,4,False,Gautegiz Arteaga
2023-02-07,2023-02-12,5,220,3,False,Gautegiz Arteaga
2023-11-13,2023-11-16,3,354,3,False,Morella
2023-08-04,2023-08-07,3,135,5,False,Balmaseda
2023-04-21,2023-04-27,6,270,2,False,Balmaseda
2023-12-20,2023-12-27,7,840,1,True,Morella
2023-09-10,2023-09-16,6,624,4,True,Puebla de Sanabria
2023-07-17,2023-07-21,4,284,1,True,Bermeo
2023-03-22,2023-03-28,6,288,1,False,La Seu d'Urgell
2023-04-18,2023-04-23,5,355,4,False,Frías
2023-12-23,2023-12-30,7,553,2,False,Gautegiz Arteaga
2023-05-12,2023-05-16,4,216,2,False,Onda
2023-02-21,2023-02-26,5,205,3,True,Balmaseda
2023-07-26,2023-07-30,4,220,4,False,La Seu d'Urgell
2023-04-10,2023-04-13,3,201,3,True,Balmaseda
2023-02-26,2023-03-02,4,380,2,False,Puebla de Sanabria
2023-06-11,2023-06-13,2,170,4,True,Morella
2023-11-07,2023-11-08,1,53,1,True,Sopuerta
2023-07-21,2023-07-28,7,602,5,False,Onda
2023-10-08,2023-10-12,4,436,3,False,Balmaseda
2023-11-26,2023-11-27,1,69,2,True,La Seu d'Urgell
2023-09-08,2023-09-09,1,62,3,True,Onda
2023-03-13,2023-03-20,7,427,4,True,Gautegiz Arteaga
2023-05-26,2023-05-27,1,61,6,False,La Seu d'Urgell
2023-12-01,2023-12-05,4,360,4,False,Bermeo
2023-06-26,2023-07-02,6,438,5,False,Morella
2023-09-23,2023-09-24,1,93,2,True,Frías
2023-09-12,2023-09-15,3,279,2,True,Pobladura del Valle
2023-10-02,2023-10-06,4,460,2,False,Lorca
2023-06-17,2023-06-18,1,84,6,False,La Seu d'Urgell
2023-05-12,2023-05-19,7,378,2,False,Gautegiz Arteaga
2023-01-17,2023-01-22,5,310,1,False,Culla
2023-06-10,2023-06-11,1,50,3,False,Frías
2023-12-09,2023-12-14,5,440,1,False,Frías
2023-03-11,2023-03-13,2,100,6,False,Gautegiz Arteaga
2023-07-30,2023-08-02,3,132,3,True,Puebla de Sanabria
2023-12-28,2024-01-02,5,520,4,False,Balmaseda
2023-08-05,2023-08-11,6,462,3,True,Bermeo
2023-10-24,2023-10-25,1,112,6,True,Sopuerta
2023-02-16,2023-02-18,2,204,3,False,Onda
2023-12-10,2023-12-14,4,240,4,False,Sopuerta
2023-04-30,2023-05-01,1,103,2,False,Balmaseda
2023-01-11,2023-01-18,7,798,6,False,Puebla de Sanabria
2023-10-17,2023-10-21,4,452,4,False,Balmaseda
2023-01-02,2023-01-05,3,243,1,True,Bermeo
2023-06-15,2023-06-18,3,360,6,True,Frías
2023-06-03,2023-06-08,5,470,2,False,Lorca
2023-12-12,2023-12-15,3,243,3,False,Baena
2023-04-29,2023-05-01,2,178,3,False,Frías
2023-07-23,2023-07-24,1,69,4,False,Onda
2023-08-30,2023-09-05,6,624,3,False,Balmaseda
2023-05-19,2023-05-26,7,511,2,False,Morella
2023-09-01,2023-09-05,4,228,3,False,Lorca
2023-05-29,2023-05-31,2,164,3,True,Gautegiz Arteaga
2023-01-07,2023-01-09,2,84,6,False,Frías
2023-06-06,2023-06-09,3,234,6,True,Onda
2023-03-31,2023-04-03,3,174,6,True,Baena
2023-04-03,2023-04-08,5,220,4,False,Sopuerta
2023-10-10,2023-10-12,2,104,1,True,Baena
2023-08-08,2023-08-12,4,400,1,False,Morella
2023-02-10,2023-02-15,5,325,5,False,Frías
2023-08-11,2023-08-13,2,92,6,True,Bermeo
2023-01-12,2023-01-17,5,445,3,False,Culla
2023-03-16,2023-03-23,7,287,4,False,Balmaseda
2023-12-13,2023-12-19,6,348,4,True,Gautegiz Arteaga
2023-05-18,2023-05-23,5,305,1,False,Onda
2023-01-30,2023-02-06,7,399,5,True,La Seu d'Urgell
2023-02-09,2023-02-12,3,123,4,False,Bermeo
2023-07-23,2023-07-29,6,684,3,True,Frías
2023-02-26,2023-03-03,5,455,6,False,Gautegiz Arteaga
2023-02-09,2023-02-14,5,470,5,False,Onda
2023-12-23,2023-12-28,5,545,4,False,Balmaseda
2023-08-18,2023-08-22,4,364,2,False,Lorca
2023-05-18,2023-05-23,5,545,6,True,Sopuerta
2023-08-14,2023-08-20,6,540,4,False,Pobladura del Valle
2023-01-11,2023-01-15,4,260,4,True,Frías
2023-08-27,2023-09-03,7,371,1,False,Morella
2023-02-16,2023-02-18,2,182,5,False,Pobladura del Valle
2023-12-30,2024-01-05,6,516,1,False,Onda
