Fecha de entrada,Fecha de salida,Nº noches,Gasto total (€),Nº personas,Reserva anticipada,Área de actucaravana
2021-01-15,2021-01-21,6,678,3,True,Gautegiz Arteaga
2021-12-20,2021-12-26,6,618,6,False,Sopuerta
2021-04-09,2021-04-11,2,172,3,False,Morella
2021-12-16,2021-12-20,4,168,4,True,Morella
2021-09-22,2021-09-29,7,483,1,False,Bermeo
2021-12-31,2022-01-04,4,288,3,True,Lorca
2021-03-30,2021-03-31,1,104,6,True,Baena
2021-09-17,2021-09-20,3,339,3,False,Frías
2021-02-11,2021-02-18,7,329,1,True,Sopuerta
2021-05-07,2021-05-10,3,291,6,False,Gautegiz Arteaga
2021-08-06,2021-08-07,1,86,2,True,Gautegiz Arteaga
2021-03-19,2021-03-20,1,71,3,False,Morella
2021-07-08,2021-07-14,6,366,6,True,Frías
2021-08-09,2021-08-10,1,106,5,True,Balmaseda
2021-09-28,2021-09-29,1,103,3,True,Bermeo
2021-03-11,2021-03-14,3,357,5,False,Pobladura del Valle
2021-11-23,2021-11-25,2,186,2,True,Pobladura del Valle
2021-11-21,2021-11-28,7,609,2,False,Pobladura del Valle
2021-08-31,2021-09-02,2,106,5,True,La Seu d'Urgell
2021-10-07,2021-10-13,6,258,2,True,Bermeo
2021-10-30,2021-11-05,6,342,4,True,Morella
2021-09-29,2021-10-03,4,352,4,False,Pobladura del Valle
2021-04-01,2021-04-03,2,100,2,False,Balmaseda
2021-11-18,2021-11-21,3,138,5,True,Gautegiz Arteaga
2021-01-26,2021-01-30,4,312,5,False,Culla
2021-07-18,2021-07-24,6,396,6,False,Lorca
2021-09-17,2021-09-24,7,833,3,False,Pobladura del Valle
2021-08-26,2021-08-28,2,82,4,True,Sopuerta
2021-04-02,2021-04-05,3,354,3,True,Gautegiz Arteaga
2021-07-03,2021-07-07,4,300,4,True,Frías
2021-10-07,2021-10-08,1,104,3,True,Pobladura del Valle
2021-12-22,2021-12-27,5,220,1,False,Morella
2021-12-06,2021-12-12,6,648,3,True,Sopuerta
2021-11-18,2021-11-24,6,624,4,False,Bermeo
2021-10-12,2021-10-19,7,623,1,False,Pobladura del Valle
2021-09-21,2021-09-28,7,749,3,True,Bermeo
2021-05-15,2021-05-22,7,658,2,True,Morella
2021-04-30,2021-05-06,6,498,5,False,Lorca
2021-12-31,2022-01-06,6,258,1,True,Morella
2021-05-20,2021-05-26,6,294,1,False,Gautegiz Arteaga
2021-01-22,2021-01-25,3,261,5,False,Culla
2021-08-22,2021-08-29,7,455,5,True,Gautegiz Arteaga
2021-05-18,2021-05-20,2,112,5,True,Balmaseda
2021-05-12,2021-05-15,3,204,6,True,Culla
2021-03-12,2021-03-17,5,480,5,False,Gautegiz Arteaga
2021-11-02,2021-11-03,1,69,1,True,Gautegiz Arteaga
2021-05-18,2021-05-20,2,190,5,False,Puebla de Sanabria
2021-02-19,2021-02-26,7,476,4,True,Lorca
2021-11-23,2021-11-26,3,270,5,False,Onda
2021-09-13,2021-09-18,5,435,2,True,Gautegiz Arteaga
2021-03-23,2021-03-27,4,408,6,True,Gautegiz Arteaga
2021-04-11,2021-04-14,3,153,3,True,Balmaseda
2021-01-28,2021-02-04,7,469,6,True,Bermeo
2021-01-02,2021-01-06,4,416,2,True,Frías
2021-06-03,2021-06-07,4,236,3,False,Morella
2021-07-30,2021-08-04,5,395,4,False,La Seu d'Urgell
2021-11-12,2021-11-15,3,177,2,False,Baena
2021-04-10,2021-04-16,6,594,5,True,Onda
2021-02-01,2021-02-05,4,164,4,False,Morella
2021-11-02,2021-11-03,1,75,3,True,Morella
2021-11-10,2021-11-12,2,142,1,True,Onda
2021-10-05,2021-10-12,7,476,1,True,Baena
2021-01-02,2021-01-05,3,297,4,False,Bermeo
2021-07-11,2021-07-17,6,588,6,True,Lorca
2021-01-08,2021-01-13,5,435,6,False,La Seu d'Urgell
2021-04-09,2021-04-11,2,122,4,True,Puebla de Sanabria
2021-07-17,2021-07-20,3,303,4,True,Gautegiz Arteaga
2021-09-26,2021-09-27,1,82,2,True,Pobladura del Valle
2021-04-09,2021-04-16,7,336,3,False,Gautegiz Arteaga
2021-02-08,2021-02-09,1,79,5,False,Gautegiz Arteaga
2021-09-22,2021-09-28,6,516,6,True,Pobladura del Valle
2021-07-26,2021-07-28,2,100,3,False,Lorca
2021-06-16,2021-06-20,4,340,3,True,Morella
2021-05-04,2021-05-06,2,94,2,True,Frías
2021-03-19,2021-03-21,2,144,3,True,La Seu d'Urgell
2021-11-26,2021-11-30,4,276,6,False,Bermeo
2021-10-16,2021-10-20,4,200,5,False,Bermeo
2021-10-29,2021-11-04,6,330,2,False,Puebla de Sanabria
2021-09-02,2021-09-04,2,210,1,True,Bermeo
2021-05-11,2021-05-15,4,404,2,False,Puebla de Sanabria
2021-07-27,2021-08-02,6,300,4,False,La Seu d'Urgell
2021-08-15,2021-08-20,5,470,1,True,Puebla de Sanabria
2021-11-02,2021-11-04,2,132,2,True,Sopuerta
2021-09-19,2021-09-25,6,306,4,True,Bermeo
2021-10-13,2021-10-19,6,696,1,False,Puebla de Sanabria
2021-01-13,2021-01-20,7,651,6,True,Puebla de Sanabria
2021-05-29,2021-06-03,5,320,1,False,Puebla de Sanabria
2021-04-22,2021-04-29,7,714,6,True,Balmaseda
2021-05-25,2021-05-30,5,275,5,False,La Seu d'Urgell
2021-05-08,2021-05-13,5,415,6,True,Frías
2021-07-23,2021-07-26,3,198,6,False,Frías
2021-08-05,2021-08-09,4,324,4,False,Baena
2021-07-23,2021-07-29,6,600,4,True,Sopuerta
2021-10-21,2021-10-22,1,85,2,True,Balmaseda
2021-07-01,2021-07-03,2,88,6,True,Gautegiz Arteaga
2021-01-16,2021-01-22,6,522,4,True,Lorca
2021-06-18,2021-06-25,7,385,5,True,Puebla de Sanabria
2021-01-29,2021-01-30,1,93,1,False,Gautegiz Arteaga
2021-11-24,2021-11-27,3,189,5,False,Frías
2021-05-17,2021-05-22,5,315,4,True,Pobladura del Valle
2021-02-26,2021-03-01,3,342,2,True,Frías
2021-07-27,2021-08-01,5,450,2,False,La Seu d'Urgell
2021-09-24,2021-09-26,2,108,6,True,Morella
2021-01-25,2021-01-29,4,396,3,True,Sopuerta
2021-04-25,2021-04-29,4,476,4,False,Morella
2021-05-11,2021-05-16,5,555,2,True,Morella
2021-07-03,2021-07-05,2,86,1,False,Puebla de Sanabria
2021-01-28,2021-01-29,1,106,6,False,Balmaseda
2021-04-17,2021-04-22,5,450,5,True,Puebla de Sanabria
2021-12-11,2021-12-14,3,171,3,True,Puebla de Sanabria
2021-01-03,2021-01-06,3,285,2,False,Sopuerta
2021-07-04,2021-07-05,1,118,5,True,Culla
2021-05-22,2021-05-28,6,504,6,True,La Seu d'Urgell
2021-11-09,2021-11-13,4,448,1,False,Sopuerta
2021-08-10,2021-08-12,2,224,5,False,La Seu d'Urgell
2021-12-24,2021-12-28,4,296,4,True,Lorca
2021-11-02,2021-11-06,4,320,2,False,Bermeo
2021-12-31,2022-01-01,1,113,4,False,Lorca
2021-06-19,2021-06-21,2,140,6,False,Sopuerta
2021-09-25,2021-10-02,7,399,5,False,Bermeo
2021-11-24,2021-11-29,5,275,4,True,Balmaseda
2021-09-21,2021-09-25,4,196,4,False,Gautegiz Arteaga
2021-07-23,2021-07-25,2,138,5,False,Culla
2021-03-04,2021-03-08,4,264,1,False,Pobladura del Valle
2021-03-26,2021-03-31,5,425,5,False,Frías
2021-01-16,2021-01-17,1,81,5,True,Gautegiz Arteaga
2021-12-20,2021-12-25,5,265,1,True,Onda
2021-10-12,2021-10-14,2,138,3,False,Lorca
2021-03-12,2021-03-17,5,470,4,True,Morella
2021-01-17,2021-01-19,2,194,4,True,Lorca
2021-12-20,2021-12-26,6,294,5,False,Baena
2021-12-18,2021-12-19,1,52,4,True,Puebla de Sanabria
2021-07-25,2021-07-29,4,248,4,True,Balmaseda
2021-03-31,2021-04-01,1,60,1,False,Pobladura del Valle
2021-03-03,2021-03-08,5,405,3,True,Baena
2021-10-10,2021-10-14,4,276,6,False,Gautegiz Arteaga
2021-09-28,2021-10-04,6,660,4,False,Culla
2021-05-23,2021-05-29,6,336,6,True,La Seu d'Urgell
2021-12-12,2021-12-15,3,336,3,True,Morella
2021-05-10,2021-05-13,3,219,1,True,Baena
2021-02-18,2021-02-19,1,83,5,False,Lorca
2021-05-12,2021-05-17,5,305,6,False,Frías
2021-09-19,2021-09-23,4,384,2,True,La Seu d'Urgell
2021-11-30,2021-12-03,3,306,4,False,Frías
2021-09-28,2021-09-30,2,134,4,True,La Seu d'Urgell
2021-04-04,2021-04-05,1,51,6,True,Sopuerta
2021-10-04,2021-10-11,7,672,6,False,Balmaseda
2021-04-15,2021-04-18,3,327,4,True,Pobladura del Valle
2021-06-29,2021-07-04,5,410,4,True,La Seu d'Urgell
2021-12-04,2021-12-05,1,69,6,True,Puebla de Sanabria
2021-07-20,2021-07-26,6,432,2,False,Morella
2021-05-03,2021-05-10,7,399,6,True,Puebla de Sanabria
2021-10-10,2021-10-15,5,500,4,False,Pobladura del Valle
2021-01-11,2021-01-16,5,270,4,False,Balmaseda
2021-09-20,2021-09-27,7,560,1,False,Culla
2021-09-20,2021-09-26,6,648,3,False,Baena
2021-08-10,2021-08-16,6,654,5,True,Puebla de Sanabria
2021-05-17,2021-05-20,3,162,1,True,Sopuerta
2021-08-09,2021-08-11,2,222,2,False,Baena
2021-11-13,2021-11-15,2,168,1,False,Onda
2021-03-11,2021-03-16,5,240,6,False,Morella
2021-11-20,2021-11-22,2,236,4,False,Morella
2021-04-21,2021-04-22,1,119,3,False,Sopuerta
2021-01-04,2021-01-08,4,232,6,True,Sopuerta
2021-07-29,2021-07-30,1,107,5,True,Sopuerta
2021-08-10,2021-08-12,2,102,1,False,Morella
2021-04-03,2021-04-05,2,140,6,True,Pobladura del Valle
2021-09-09,2021-09-11,2,148,5,False,Onda
2021-12-09,2021-12-12,3,243,6,False,Puebla de Sanabria
2021-05-20,2021-05-26,6,630,5,False,Gautegiz Arteaga
2021-05-22,2021-05-27,5,235,6,True,Morella
2021-06-27,2021-07-04,7,455,1,True,Frías
2021-10-26,2021-11-02,7,329,5,True,Bermeo
2021-07-09,2021-07-13,4,276,5,False,Puebla de Sanabria
2021-07-12,2021-07-18,6,498,2,False,Culla
2021-07-19,2021-07-25,6,570,2,True,Puebla de Sanabria
2021-06-08,2021-06-12,4,420,5,False,Onda
2021-09-23,2021-09-26,3,261,4,True,Culla
2021-10-05,2021-10-11,6,420,6,True,Onda
2021-02-08,2021-02-11,3,246,4,True,Pobladura del Valle
2021-09-28,2021-10-02,4,272,1,True,La Seu d'Urgell
2021-03-27,2021-03-28,1,107,6,True,Morella
2021-12-20,2021-12-23,3,207,6,False,Puebla de Sanabria
2021-06-15,2021-06-19,4,332,1,False,Baena
2021-07-08,2021-07-09,1,91,3,False,Balmaseda
2021-11-28,2021-11-29,1,71,3,False,Frías
2021-06-19,2021-06-24,5,420,6,True,Baena
2021-09-14,2021-09-20,6,516,3,False,Balmaseda
2021-01-08,2021-01-13,5,480,2,True,Lorca
2021-09-20,2021-09-22,2,174,3,True,Bermeo
2021-03-30,2021-04-01,2,104,3,False,Morella
2021-06-05,2021-06-12,7,840,3,True,Bermeo
2021-10-27,2021-11-01,5,370,3,False,Bermeo
2021-06-12,2021-06-19,7,763,4,False,Puebla de Sanabria
2021-01-28,2021-01-29,1,91,1,False,Gautegiz Arteaga
2021-12-27,2021-12-31,4,184,1,True,Bermeo
2021-03-30,2021-04-02,3,201,2,False,Culla
2021-08-20,2021-08-26,6,504,3,False,Pobladura del Valle
2021-01-21,2021-01-25,4,196,1,False,Gautegiz Arteaga
2021-03-03,2021-03-08,5,535,2,True,Culla
2021-12-16,2021-12-19,3,156,6,False,Gautegiz Arteaga
2021-01-23,2021-01-30,7,595,5,True,Balmaseda
2021-08-06,2021-08-10,4,348,4,False,Frías
2021-09-01,2021-09-08,7,315,6,False,Onda
2021-07-17,2021-07-18,1,78,5,True,La Seu d'Urgell
2021-05-02,2021-05-04,2,174,2,True,Onda
2021-04-23,2021-04-27,4,456,4,True,Culla
2021-11-11,2021-11-17,6,480,3,True,Balmaseda
2021-04-07,2021-04-08,1,48,3,False,Puebla de Sanabria
2021-04-10,2021-04-13,3,309,1,False,Frías
2021-06-18,2021-06-25,7,301,4,True,Lorca
2021-12-11,2021-12-18,7,329,4,True,La Seu d'Urgell
2021-11-20,2021-11-25,5,350,4,False,Lorca
2021-05-08,2021-05-10,2,168,4,False,Culla
2021-01-13,2021-01-14,1,61,6,True,Morella
2021-03-29,2021-04-05,7,413,3,False,Sopuerta
2021-08-06,2021-08-10,4,308,6,False,Bermeo
2021-02-21,2021-02-25,4,248,4,False,Bermeo
2021-05-18,2021-05-22,4,424,4,True,Balmaseda
2021-09-25,2021-10-02,7,280,5,False,Morella
2021-06-02,2021-06-09,7,686,6,False,Balmaseda
2021-11-23,2021-11-24,1,93,2,True,Gautegiz Arteaga
2021-04-18,2021-04-24,6,462,1,True,Frías
2021-08-30,2021-09-05,6,678,2,True,Sopuerta
2021-10-21,2021-10-23,2,190,3,True,La Seu d'Urgell
2021-07-24,2021-07-25,1,76,6,True,Puebla de Sanabria
2021-12-18,2021-12-23,5,220,4,False,Sopuerta
2021-06-20,2021-06-23,3,294,6,False,Balmaseda
2021-05-06,2021-05-13,7,420,2,True,Culla
2021-05-03,2021-05-10,7,343,4,False,Baena
2021-03-01,2021-03-03,2,220,6,True,Frías
2021-06-21,2021-06-28,7,826,2,True,La Seu d'Urgell
2021-03-31,2021-04-04,4,292,4,False,Morella
2021-12-24,2021-12-25,1,84,2,False,Culla
2021-12-05,2021-12-07,2,90,3,True,Baena
2021-09-23,2021-09-26,3,183,6,False,Frías
2021-06-02,2021-06-05,3,246,6,True,Sopuerta
2021-05-01,2021-05-03,2,84,1,False,Puebla de Sanabria
2021-11-23,2021-11-29,6,702,1,False,Pobladura del Valle
2021-05-04,2021-05-09,5,585,4,True,Lorca
2021-08-02,2021-08-07,5,450,6,False,Lorca
2021-10-31,2021-11-06,6,444,5,True,Puebla de Sanabria
2021-08-13,2021-08-18,5,325,5,True,Lorca
2021-09-25,2021-09-28,3,222,1,True,Frías
2021-08-14,2021-08-15,1,118,5,False,Pobladura del Valle
2021-12-06,2021-12-07,1,59,1,False,Bermeo
2021-10-24,2021-10-26,2,152,1,True,Culla
2021-07-28,2021-08-01,4,468,6,True,Frías
2021-02-25,2021-03-02,5,295,1,True,Gautegiz Arteaga
2021-01-27,2021-02-02,6,648,2,True,Baena
2021-11-03,2021-11-08,5,475,6,False,Pobladura del Valle
2021-04-30,2021-05-02,2,184,2,True,Onda
2021-08-19,2021-08-21,2,140,4,False,Baena
2021-03-14,2021-03-18,4,232,6,False,Frías
2021-05-09,2021-05-14,5,510,2,False,Onda
2021-01-03,2021-01-05,2,186,3,True,Sopuerta
2021-08-29,2021-09-01,3,153,4,False,Sopuerta
2021-01-25,2021-01-31,6,510,2,True,Pobladura del Valle
2021-03-11,2021-03-16,5,410,5,False,Culla
2021-09-11,2021-09-18,7,511,1,True,Balmaseda
2021-05-20,2021-05-23,3,222,4,True,Frías
2021-01-17,2021-01-20,3,303,6,True,Frías
2021-05-03,2021-05-06,3,138,4,False,Frías
2021-04-22,2021-04-28,6,570,5,True,Lorca
2021-02-22,2021-02-27,5,365,5,False,Frías
2021-12-10,2021-12-14,4,460,4,True,Pobladura del Valle
2021-05-24,2021-05-31,7,644,1,False,Frías
2021-04-30,2021-05-05,5,315,3,False,Pobladura del Valle
2021-06-13,2021-06-16,3,318,4,False,Gautegiz Arteaga
2021-11-07,2021-11-10,3,135,4,False,Baena
2021-10-17,2021-10-24,7,833,1,False,La Seu d'Urgell
2021-05-14,2021-05-21,7,336,3,True,Gautegiz Arteaga
2021-10-22,2021-10-25,3,132,5,False,Sopuerta
2021-11-18,2021-11-22,4,340,3,True,Morella
2021-03-30,2021-04-06,7,448,5,False,Culla
2021-09-27,2021-10-02,5,575,4,True,Pobladura del Valle
2021-09-29,2021-09-30,1,119,1,True,Baena
2021-03-07,2021-03-14,7,357,4,True,Puebla de Sanabria
2021-03-08,2021-03-12,4,172,6,False,Gautegiz Arteaga
2021-02-06,2021-02-07,1,100,2,True,Morella
2021-07-22,2021-07-23,1,106,4,False,Lorca
2021-04-28,2021-05-03,5,390,3,False,Baena
2021-01-08,2021-01-14,6,696,1,True,Sopuerta
2021-03-04,2021-03-07,3,198,2,True,Onda
2021-06-10,2021-06-13,3,195,4,True,Baena
2021-03-18,2021-03-21,3,285,4,False,La Seu d'Urgell
2021-12-20,2021-12-26,6,264,5,False,Pobladura del Valle
2021-01-28,2021-02-03,6,240,1,False,Sopuerta
2021-07-18,2021-07-21,3,270,2,False,Onda
2021-09-26,2021-09-30,4,448,1,False,Pobladura del Valle
2021-05-19,2021-05-26,7,763,1,True,La Seu d'Urgell
2021-10-17,2021-10-21,4,292,5,False,Puebla de Sanabria
2021-05-25,2021-06-01,7,525,1,False,Morella
2021-06-22,2021-06-23,1,100,4,True,Onda
2021-01-25,2021-02-01,7,392,2,False,La Seu d'Urgell
2021-04-16,2021-04-18,2,106,3,True,Bermeo
2021-04-20,2021-04-22,2,180,6,True,Morella
2021-07-06,2021-07-12,6,246,1,True,Culla
2021-12-13,2021-12-18,5,545,1,True,Baena
2021-09-24,2021-09-28,4,416,1,False,Pobladura del Valle
2021-04-27,2021-04-29,2,168,2,True,Frías
2021-04-19,2021-04-21,2,108,1,True,Morella
2021-11-30,2021-12-05,5,555,2,False,Pobladura del Valle
2021-12-21,2021-12-26,5,370,1,True,Sopuerta
2021-06-19,2021-06-24,5,300,5,False,Culla
2021-04-14,2021-04-21,7,413,5,False,Baena
2021-03-01,2021-03-04,3,309,6,True,La Seu d'Urgell
2021-10-16,2021-10-17,1,76,4,True,Balmaseda
2021-01-30,2021-02-03,4,284,3,True,Baena
2021-07-21,2021-07-24,3,300,6,False,Onda
2021-03-31,2021-04-02,2,142,1,True,Morella
2021-10-26,2021-11-02,7,511,6,False,Puebla de Sanabria
2021-07-11,2021-07-18,7,364,3,False,Lorca
2021-02-01,2021-02-02,1,83,6,True,Gautegiz Arteaga
2021-12-04,2021-12-08,4,264,1,True,Sopuerta
2021-08-23,2021-08-30,7,322,1,True,Pobladura del Valle
2021-05-17,2021-05-18,1,85,6,True,Morella
2021-02-01,2021-02-08,7,756,6,False,Frías
2021-05-14,2021-05-18,4,224,4,False,Morella
2021-09-19,2021-09-23,4,464,4,False,Baena
2021-01-11,2021-01-14,3,189,6,False,Baena
2021-06-24,2021-06-29,5,375,6,False,Gautegiz Arteaga
2021-07-13,2021-07-16,3,252,5,False,Onda
2021-03-01,2021-03-06,5,230,3,True,Onda
2021-08-13,2021-08-15,2,218,6,False,Frías
2021-09-06,2021-09-13,7,399,1,True,Lorca
2021-10-19,2021-10-22,3,168,1,True,Frías
2021-08-24,2021-08-25,1,119,2,True,Gautegiz Arteaga
2021-12-31,2022-01-04,4,436,1,True,Onda
2021-09-13,2021-09-17,4,408,3,False,Pobladura del Valle
2021-12-07,2021-12-14,7,315,3,True,Gautegiz Arteaga
2021-07-23,2021-07-24,1,97,2,False,Bermeo
2021-10-10,2021-10-12,2,216,3,True,Onda
2021-03-14,2021-03-19,5,350,6,True,Morella
2021-04-29,2021-04-30,1,74,1,False,Sopuerta
2021-04-11,2021-04-14,3,129,4,True,Balmaseda
2021-11-08,2021-11-10,2,120,4,True,Culla
2021-12-02,2021-12-08,6,456,2,True,La Seu d'Urgell
2021-02-22,2021-03-01,7,301,6,True,Lorca
2021-02-12,2021-02-15,3,303,1,True,Puebla de Sanabria
2021-09-24,2021-09-27,3,324,5,True,Puebla de Sanabria
