Fecha de entrada,Fecha de salida,Nº noches,Gasto total (€),Nº personas,Reserva anticipada,Área de actucaravana
2020-04-20,2020-04-24,4,400,4,True,Culla
2020-10-11,2020-10-14,3,237,1,True,Baena
2020-04-26,2020-05-03,7,322,5,True,Culla
2020-05-28,2020-06-02,5,400,1,False,Culla
2020-03-03,2020-03-04,1,84,3,True,Puebla de Sanabria
2020-12-25,2020-12-28,3,144,6,True,Morella
2020-07-10,2020-07-12,2,210,4,True,La Seu d'Urgell
2020-08-06,2020-08-07,1,62,1,True,Puebla de Sanabria
2020-05-15,2020-05-18,3,276,1,True,Morella
2020-01-02,2020-01-04,2,216,4,False,Frías
2020-11-20,2020-11-26,6,504,3,True,Baena
2020-07-15,2020-07-18,3,300,6,True,La Seu d'Urgell
2020-11-29,2020-12-06,7,770,3,False,Culla
2020-05-23,2020-05-26,3,168,3,False,Sopuerta
2020-11-01,2020-11-05,4,400,1,True,Frías
2020-08-16,2020-08-21,5,355,1,False,Pobladura del Valle
2020-10-26,2020-11-01,6,252,3,False,Pobladura del Valle
2020-07-05,2020-07-06,1,49,3,True,Gautegiz Arteaga
2020-02-17,2020-02-23,6,240,4,True,Balmaseda
2020-12-25,2020-12-26,1,102,6,False,Bermeo
2020-11-08,2020-11-10,2,188,3,True,Bermeo
2020-12-29,2020-12-30,1,112,3,True,Morella
2020-11-29,2020-12-06,7,294,3,False,Culla
2020-06-10,2020-06-15,5,395,6,False,Gautegiz Arteaga
2020-10-25,2020-10-31,6,582,4,True,Pobladura del Valle
2020-03-30,2020-04-04,5,365,4,True,Puebla de Sanabria
2020-06-02,2020-06-09,7,763,3,True,La Seu d'Urgell
2020-08-20,2020-08-23,3,348,4,True,Culla
2020-07-11,2020-07-17,6,420,5,False,Frías
2020-05-05,2020-05-09,4,276,5,False,Culla
2020-03-21,2020-03-28,7,637,2,True,Lorca
2020-09-12,2020-09-15,3,324,6,True,Pobladura del Valle
2020-02-20,2020-02-23,3,180,1,False,Sopuerta
2020-06-13,2020-06-17,4,448,4,True,Bermeo
2020-02-09,2020-02-14,5,220,3,False,Balmaseda
2020-04-13,2020-04-19,6,642,1,False,La Seu d'Urgell
2020-01-05,2020-01-06,1,104,4,False,Culla
2020-10-19,2020-10-22,3,297,5,False,Balmaseda
2020-02-29,2020-03-01,1,79,3,False,Lorca
2020-09-24,2020-09-26,2,180,1,False,Baena
2020-09-12,2020-09-13,1,52,3,False,Lorca
2020-08-22,2020-08-23,1,59,6,False,Sopuerta
2020-11-25,2020-11-26,1,59,1,False,Gautegiz Arteaga
2020-03-11,2020-03-12,1,120,5,False,Pobladura del Valle
2020-12-27,2021-01-03,7,798,1,False,Baena
2020-11-01,2020-11-05,4,268,3,True,Bermeo
2020-03-07,2020-03-12,5,305,4,True,Pobladura del Valle
2020-12-17,2020-12-24,7,693,5,False,Sopuerta
2020-08-11,2020-08-15,4,224,1,True,La Seu d'Urgell
2020-05-28,2020-05-29,1,120,3,True,Frías
2020-11-28,2020-12-04,6,276,1,False,Frías
2020-10-08,2020-10-11,3,330,3,False,Bermeo
2020-07-01,2020-07-04,3,165,4,True,Balmaseda
2020-05-27,2020-06-02,6,354,6,False,Onda
2020-04-06,2020-04-13,7,623,2,False,Gautegiz Arteaga
2020-03-13,2020-03-18,5,365,5,True,Puebla de Sanabria
2020-08-11,2020-08-14,3,147,2,False,Lorca
2020-09-17,2020-09-21,4,328,3,False,Gautegiz Arteaga
2020-10-23,2020-10-29,6,474,2,True,Morella
2020-10-20,2020-10-24,4,468,3,False,Frías
2020-07-28,2020-07-31,3,261,5,True,Morella
2020-10-24,2020-10-27,3,279,1,False,Baena
2020-01-21,2020-01-22,1,54,5,True,Frías
2020-07-26,2020-07-27,1,46,3,True,Onda
2020-01-22,2020-01-26,4,420,4,True,Onda
2020-05-26,2020-05-28,2,150,3,False,Puebla de Sanabria
2020-05-21,2020-05-28,7,427,4,True,Sopuerta
2020-05-03,2020-05-10,7,336,2,True,La Seu d'Urgell
2020-05-03,2020-05-06,3,249,4,True,Gautegiz Arteaga
2020-10-11,2020-10-15,4,404,2,False,Frías
2020-02-22,2020-02-26,4,204,3,False,Morella
2020-05-14,2020-05-19,5,470,1,True,Balmaseda
2020-05-17,2020-05-19,2,222,6,False,Balmaseda
2020-01-15,2020-01-22,7,448,6,False,Morella
2020-05-26,2020-05-27,1,64,6,False,Balmaseda
2020-11-01,2020-11-04,3,150,1,False,Onda
2020-03-11,2020-03-12,1,106,4,True,Lorca
2020-07-06,2020-07-07,1,67,3,False,Sopuerta
2020-08-20,2020-08-27,7,392,2,True,Frías
2020-06-26,2020-07-01,5,200,2,False,Balmaseda
2020-10-06,2020-10-07,1,88,4,False,Balmaseda
2020-05-28,2020-06-02,5,440,4,False,Puebla de Sanabria
2020-03-19,2020-03-24,5,330,2,True,Gautegiz Arteaga
2020-01-26,2020-01-31,5,400,5,False,Bermeo
2020-10-21,2020-10-25,4,368,4,False,Lorca
2020-03-27,2020-03-30,3,180,1,False,Bermeo
2020-07-20,2020-07-27,7,315,5,False,Frías
2020-01-19,2020-01-23,4,448,5,False,La Seu d'Urgell
2020-12-19,2020-12-20,1,103,2,True,Bermeo
2020-11-06,2020-11-09,3,186,2,False,Gautegiz Arteaga
2020-10-26,2020-10-29,3,315,2,False,Baena
2020-05-13,2020-05-15,2,96,4,False,Culla
2020-10-08,2020-10-12,4,208,1,False,Onda
2020-05-26,2020-05-29,3,153,4,False,Culla
2020-11-21,2020-11-24,3,189,6,True,Puebla de Sanabria
2020-11-20,2020-11-25,5,420,2,False,Gautegiz Arteaga
2020-05-10,2020-05-16,6,660,4,True,Bermeo
2020-06-24,2020-07-01,7,623,4,False,Frías
2020-03-13,2020-03-19,6,522,4,False,Baena
2020-11-19,2020-11-23,4,460,6,True,Gautegiz Arteaga
2020-09-23,2020-09-24,1,86,3,False,Gautegiz Arteaga
2020-09-27,2020-10-03,6,456,1,False,Bermeo
2020-06-01,2020-06-05,4,312,5,True,Sopuerta
2020-10-10,2020-10-12,2,92,1,False,Lorca
2020-07-16,2020-07-21,5,485,4,False,Balmaseda
2020-05-07,2020-05-14,7,413,1,True,Puebla de Sanabria
2020-08-02,2020-08-04,2,88,5,False,Pobladura del Valle
2020-07-31,2020-08-03,3,273,4,True,Frías
2020-08-03,2020-08-06,3,234,5,True,Frías
2020-06-12,2020-06-16,4,208,3,True,Puebla de Sanabria
2020-05-06,2020-05-12,6,582,3,False,Gautegiz Arteaga
2020-03-13,2020-03-15,2,128,5,False,Puebla de Sanabria
2020-03-03,2020-03-07,4,320,4,False,Onda
2020-01-17,2020-01-21,4,424,4,False,Balmaseda
2020-03-19,2020-03-22,3,321,2,True,Puebla de Sanabria
2020-04-13,2020-04-18,5,450,4,False,Sopuerta
2020-03-21,2020-03-28,7,399,1,False,Bermeo
2020-01-11,2020-01-12,1,115,3,True,Bermeo
2020-12-26,2020-12-31,5,520,3,False,Puebla de Sanabria
2020-07-14,2020-07-20,6,348,6,False,La Seu d'Urgell
2020-09-07,2020-09-10,3,282,2,True,Lorca
2020-07-23,2020-07-28,5,320,1,True,Culla
2020-09-28,2020-10-04,6,336,3,True,Morella
2020-05-13,2020-05-20,7,700,1,False,Baena
2020-12-19,2020-12-21,2,84,5,True,La Seu d'Urgell
2020-03-20,2020-03-21,1,76,6,True,Lorca
2020-10-28,2020-11-03,6,408,1,False,Frías
2020-05-31,2020-06-03,3,207,6,False,Sopuerta
2020-04-24,2020-04-26,2,144,4,True,Lorca
2020-11-11,2020-11-17,6,294,3,True,Pobladura del Valle
2020-01-27,2020-01-31,4,188,5,False,Balmaseda
2020-01-17,2020-01-19,2,92,5,True,Frías
2020-06-07,2020-06-09,2,204,3,False,Sopuerta
2020-02-12,2020-02-13,1,111,1,False,Puebla de Sanabria
2020-08-20,2020-08-26,6,594,2,False,Onda
2020-11-07,2020-11-13,6,378,5,True,Onda
2020-05-31,2020-06-03,3,309,4,True,Puebla de Sanabria
2020-04-24,2020-04-28,4,352,4,False,Onda
2020-07-17,2020-07-20,3,213,1,True,Gautegiz Arteaga
2020-07-12,2020-07-18,6,474,5,False,Balmaseda
2020-06-13,2020-06-15,2,176,4,False,Baena
2020-05-20,2020-05-24,4,432,2,True,Onda
2020-07-27,2020-07-28,1,71,4,False,Puebla de Sanabria
2020-05-16,2020-05-17,1,49,1,False,La Seu d'Urgell
2020-05-29,2020-06-01,3,246,1,False,Lorca
2020-07-25,2020-08-01,7,665,1,True,Pobladura del Valle
2020-06-30,2020-07-07,7,623,5,False,Gautegiz Arteaga
2020-07-06,2020-07-10,4,440,1,False,Bermeo
2020-12-22,2020-12-24,2,120,3,True,Lorca
2020-11-12,2020-11-13,1,64,5,True,Onda
2020-11-10,2020-11-14,4,220,1,False,Gautegiz Arteaga
2020-08-18,2020-08-23,5,580,4,False,Gautegiz Arteaga
2020-07-01,2020-07-06,5,530,3,False,Morella
2020-02-05,2020-02-11,6,504,2,False,Morella
2020-01-19,2020-01-23,4,392,3,True,Puebla de Sanabria
2020-11-22,2020-11-26,4,440,1,False,Lorca
2020-01-03,2020-01-07,4,284,1,True,Bermeo
2020-03-02,2020-03-09,7,756,5,False,Bermeo
2020-10-28,2020-10-30,2,124,2,False,Morella
2020-07-21,2020-07-26,5,315,1,True,Morella
2020-12-29,2021-01-05,7,686,6,False,Pobladura del Valle
2020-02-15,2020-02-22,7,798,4,False,Pobladura del Valle
2020-09-03,2020-09-09,6,720,6,True,Lorca
2020-07-25,2020-07-29,4,312,6,False,Onda
2020-09-15,2020-09-18,3,171,1,False,Culla
2020-05-04,2020-05-11,7,742,4,False,Onda
2020-02-25,2020-02-26,1,86,6,True,Morella
2020-03-28,2020-03-30,2,216,5,False,Morella
2020-10-17,2020-10-21,4,180,1,True,Culla
2020-10-13,2020-10-19,6,630,5,True,Gautegiz Arteaga
2020-05-03,2020-05-04,1,83,3,False,Onda
2020-07-26,2020-07-31,5,515,4,False,Morella
2020-08-18,2020-08-24,6,564,1,True,Puebla de Sanabria
2020-12-23,2020-12-26,3,348,5,False,Bermeo
2020-05-19,2020-05-23,4,200,6,True,La Seu d'Urgell
2020-10-22,2020-10-25,3,192,6,False,Culla
2020-08-28,2020-09-03,6,480,4,False,Puebla de Sanabria
2020-01-16,2020-01-18,2,174,3,False,Culla
2020-03-08,2020-03-15,7,819,2,False,Morella
2020-06-22,2020-06-24,2,80,2,True,Balmaseda
2020-10-05,2020-10-11,6,300,3,True,Baena
2020-09-20,2020-09-22,2,208,6,False,Balmaseda
2020-03-11,2020-03-18,7,721,2,False,Morella
2020-11-13,2020-11-14,1,119,4,True,Baena
2020-05-09,2020-05-12,3,141,3,True,Lorca
2020-03-18,2020-03-21,3,291,6,False,Pobladura del Valle
2020-12-19,2020-12-25,6,720,4,True,La Seu d'Urgell
2020-08-08,2020-08-09,1,77,1,False,Culla
2020-12-28,2021-01-02,5,335,5,True,Balmaseda
2020-02-25,2020-02-27,2,204,3,True,Baena
2020-09-20,2020-09-26,6,486,1,False,Frías
2020-10-07,2020-10-10,3,147,4,False,Culla
2020-11-28,2020-12-03,5,375,2,False,Lorca
2020-01-30,2020-02-03,4,384,1,True,Morella
2020-08-15,2020-08-16,1,103,3,True,Baena
2020-05-06,2020-05-12,6,504,2,False,Pobladura del Valle
2020-09-20,2020-09-26,6,570,3,True,Culla
2020-10-05,2020-10-07,2,172,2,True,Sopuerta
2020-07-04,2020-07-06,2,164,1,True,Culla
2020-07-17,2020-07-24,7,504,4,False,Frías
2020-04-12,2020-04-17,5,365,6,True,Pobladura del Valle
2020-03-27,2020-03-28,1,54,5,True,Pobladura del Valle
2020-01-26,2020-01-29,3,315,4,False,Gautegiz Arteaga
2020-05-06,2020-05-09,3,300,4,False,Sopuerta
2020-03-07,2020-03-14,7,679,3,False,Frías
2020-02-20,2020-02-27,7,553,1,False,Balmaseda
2020-03-19,2020-03-20,1,55,6,False,Sopuerta
2020-07-04,2020-07-05,1,95,6,True,Lorca
2020-04-30,2020-05-07,7,364,6,False,Baena
2020-07-14,2020-07-19,5,300,4,True,Sopuerta
2020-07-04,2020-07-11,7,476,6,True,Baena
2020-08-15,2020-08-22,7,574,3,True,Morella
2020-12-15,2020-12-18,3,327,4,False,Onda
2020-02-24,2020-02-28,4,400,4,True,Baena
2020-09-24,2020-09-25,1,104,4,False,Frías
2020-07-13,2020-07-20,7,511,5,True,Culla
2020-11-29,2020-12-06,7,665,5,False,Culla
2020-08-09,2020-08-14,5,555,1,True,Pobladura del Valle
2020-02-09,2020-02-16,7,637,5,True,Puebla de Sanabria
2020-12-22,2020-12-29,7,672,2,True,Lorca
2020-06-30,2020-07-03,3,162,5,True,Onda
2020-10-12,2020-10-13,1,98,6,False,Sopuerta
2020-11-30,2020-12-04,4,392,3,True,Pobladura del Valle
2020-11-20,2020-11-21,1,55,4,False,Baena
2020-07-10,2020-07-11,1,46,1,True,Bermeo
2020-11-19,2020-11-23,4,388,3,False,Onda
2020-04-27,2020-05-03,6,408,6,False,Gautegiz Arteaga
2020-12-01,2020-12-05,4,464,1,True,Puebla de Sanabria
2020-12-06,2020-12-13,7,686,3,True,Gautegiz Arteaga
2020-01-10,2020-01-15,5,450,1,True,Sopuerta
2020-06-20,2020-06-21,1,77,5,False,Baena
2020-04-07,2020-04-14,7,693,2,True,Puebla de Sanabria
2020-10-07,2020-10-11,4,328,3,True,Culla
2020-12-07,2020-12-08,1,52,4,False,Onda
2020-01-10,2020-01-16,6,372,3,True,Sopuerta
2020-10-19,2020-10-25,6,276,4,True,Balmaseda
2020-01-24,2020-01-26,2,200,3,False,Frías
2020-08-25,2020-08-30,5,490,4,False,Balmaseda
2020-05-08,2020-05-14,6,372,3,True,Culla
2020-05-15,2020-05-21,6,258,5,False,Pobladura del Valle
2020-10-16,2020-10-22,6,396,5,False,Baena
2020-10-21,2020-10-26,5,405,1,False,Pobladura del Valle
2020-02-01,2020-02-08,7,623,6,False,Sopuerta
2020-04-08,2020-04-12,4,408,3,False,Baena
2020-02-03,2020-02-05,2,236,1,False,Culla
2020-08-24,2020-08-26,2,234,6,True,Onda
2020-07-12,2020-07-15,3,228,3,False,Lorca
2020-07-04,2020-07-07,3,135,4,True,La Seu d'Urgell
2020-01-09,2020-01-16,7,595,3,False,Gautegiz Arteaga
2020-12-04,2020-12-06,2,180,3,False,Baena
2020-08-12,2020-08-19,7,350,1,False,Baena
2020-05-21,2020-05-23,2,188,2,True,Bermeo
2020-05-24,2020-05-25,1,94,6,True,Morella
2020-02-23,2020-02-24,1,64,6,True,La Seu d'Urgell
2020-07-03,2020-07-08,5,335,6,True,Gautegiz Arteaga
2020-09-02,2020-09-09,7,770,1,False,Culla
2020-11-04,2020-11-06,2,208,6,True,Frías
2020-10-12,2020-10-16,4,480,6,False,Puebla de Sanabria
2020-11-19,2020-11-21,2,108,4,True,Culla
2020-04-26,2020-04-27,1,42,4,True,Baena
2020-09-22,2020-09-29,7,567,4,True,Lorca
2020-12-19,2020-12-26,7,693,5,True,Frías
2020-03-27,2020-03-31,4,248,5,False,Puebla de Sanabria
2020-09-21,2020-09-26,5,400,3,False,Lorca
2020-11-14,2020-11-18,4,328,1,False,Culla
2020-11-25,2020-12-02,7,735,6,True,Bermeo
2020-09-19,2020-09-24,5,365,4,False,Morella
2020-02-08,2020-02-15,7,665,2,True,Frías
2020-04-27,2020-04-29,2,106,6,True,Pobladura del Valle
2020-05-12,2020-05-15,3,216,3,False,Pobladura del Valle
