Fecha de entrada,Fecha de salida,Nº noches,Gasto total (€),Nº personas,Reserva anticipada,Área de actucaravana
2025-04-11,2025-04-17,6,498,2,True,Balmaseda
2025-11-28,2025-12-05,7,581,4,True,Puebla de Sanabria
2025-09-02,2025-09-09,7,294,5,False,Sopuerta
2025-12-18,2025-12-19,1,113,4,True,Onda
2025-10-07,2025-10-11,4,468,2,True,Puebla de Sanabria
2025-08-28,2025-09-01,4,272,4,True,Balmaseda
2025-03-15,2025-03-20,5,430,2,True,Gautegiz Arteaga
2025-05-19,2025-05-22,3,303,4,False,Gautegiz Arteaga
2025-08-17,2025-08-23,6,390,3,False,Morella
2025-08-02,2025-08-04,2,216,6,False,Sopuerta
2025-07-07,2025-07-08,1,57,2,True,Baena
2025-06-21,2025-06-24,3,129,1,True,Baena
2025-12-11,2025-12-14,3,138,2,True,Morella
2025-01-14,2025-01-18,4,464,3,False,Morella
2025-06-06,2025-06-12,6,570,3,True,Bermeo
2025-01-05,2025-01-09,4,328,2,False,Gautegiz Arteaga
2025-11-18,2025-11-25,7,434,5,True,Sopuerta
2025-09-22,2025-09-27,5,205,3,True,Sopuerta
2025-08-18,2025-08-19,1,75,5,True,Lorca
2025-10-12,2025-10-14,2,218,1,True,Morella
2025-08-31,2025-09-04,4,400,4,True,Bermeo
2025-06-16,2025-06-22,6,540,4,False,Balmaseda
2025-05-19,2025-05-20,1,62,5,False,Gautegiz Arteaga
2025-12-21,2025-12-26,5,375,6,True,Baena
2025-10-09,2025-10-14,5,390,3,False,Puebla de Sanabria
2025-02-07,2025-02-13,6,282,4,True,Sopuerta
2025-07-10,2025-07-12,2,222,5,False,Culla
2025-06-22,2025-06-27,5,505,6,False,Frías
2025-11-18,2025-11-22,4,244,6,False,La Seu d'Urgell
2025-01-31,2025-02-05,5,475,2,False,Lorca
2025-12-06,2025-12-07,1,86,4,True,Onda
2025-08-23,2025-08-30,7,644,2,True,Onda
2025-06-14,2025-06-16,2,236,6,True,Balmaseda
2025-06-26,2025-06-30,4,332,5,True,Pobladura del Valle
2025-09-15,2025-09-16,1,46,3,True,Sopuerta
2025-08-15,2025-08-19,4,392,4,False,Gautegiz Arteaga
2025-06-01,2025-06-08,7,644,3,True,Frías
2025-05-04,2025-05-06,2,196,3,True,Onda
2025-10-22,2025-10-24,2,196,4,False,Balmaseda
2025-01-25,2025-02-01,7,434,2,True,Frías
2025-01-01,2025-01-05,4,160,2,True,La Seu d'Urgell
2025-12-26,2026-01-02,7,686,1,False,Gautegiz Arteaga
2025-02-12,2025-02-14,2,214,5,True,La Seu d'Urgell
2025-02-14,2025-02-19,5,230,6,True,Onda
2025-01-04,2025-01-10,6,438,5,False,Sopuerta
2025-03-18,2025-03-21,3,198,5,False,Pobladura del Valle
2025-07-29,2025-08-01,3,318,5,False,Sopuerta
2025-12-26,2025-12-31,5,580,4,True,Bermeo
2025-06-03,2025-06-06,3,306,4,False,Balmaseda
2025-06-27,2025-07-02,5,370,1,True,Morella
2025-09-15,2025-09-19,4,200,6,True,Pobladura del Valle
2025-11-20,2025-11-25,5,330,1,True,La Seu d'Urgell
2025-10-03,2025-10-08,5,395,1,True,Pobladura del Valle
2025-07-23,2025-07-25,2,198,2,True,Puebla de Sanabria
2025-05-14,2025-05-19,5,295,3,True,La Seu d'Urgell
2025-11-16,2025-11-23,7,448,1,True,Bermeo
2025-09-11,2025-09-17,6,378,4,False,Frías
2025-12-28,2026-01-04,7,581,6,True,La Seu d'Urgell
2025-09-05,2025-09-12,7,322,1,False,Gautegiz Arteaga
2025-12-13,2025-12-20,7,798,1,False,Gautegiz Arteaga
2025-01-20,2025-01-22,2,122,2,False,Culla
2025-09-23,2025-09-30,7,511,1,False,Baena
2025-07-05,2025-07-12,7,616,1,False,Onda
2025-12-12,2025-12-13,1,99,5,True,Frías
2025-04-13,2025-04-17,4,404,3,True,La Seu d'Urgell
2025-09-25,2025-10-02,7,749,3,True,Pobladura del Valle
2025-04-01,2025-04-06,5,570,4,True,Pobladura del Valle
2025-10-22,2025-10-28,6,702,6,False,Frías
2025-07-25,2025-07-31,6,714,2,False,Puebla de Sanabria
2025-01-31,2025-02-04,4,412,4,False,Lorca
2025-11-01,2025-11-06,5,300,2,True,Sopuerta
2025-12-01,2025-12-06,5,205,2,False,Frías
2025-08-09,2025-08-13,4,288,4,True,Balmaseda
2025-05-01,2025-05-02,1,62,2,False,Frías
2025-02-06,2025-02-08,2,214,1,True,Bermeo
2025-12-10,2025-12-17,7,777,1,False,Culla
2025-01-19,2025-01-23,4,168,5,True,Balmaseda
2025-03-18,2025-03-24,6,414,4,True,Frías
2025-05-16,2025-05-19,3,279,5,True,Lorca
2025-01-11,2025-01-14,3,228,6,False,La Seu d'Urgell
2025-08-29,2025-08-31,2,96,1,True,Balmaseda
2025-04-29,2025-05-02,3,330,2,True,Balmaseda
2025-11-26,2025-12-02,6,594,2,False,Lorca
2025-09-10,2025-09-15,5,385,5,False,Morella
2025-08-15,2025-08-18,3,138,2,True,Onda
2025-02-03,2025-02-05,2,104,2,False,Gautegiz Arteaga
2025-09-07,2025-09-08,1,76,2,False,Culla
2025-09-18,2025-09-24,6,372,1,False,Bermeo
2025-02-21,2025-02-26,5,335,1,False,Frías
2025-11-04,2025-11-08,4,460,5,True,Sopuerta
2025-11-20,2025-11-22,2,142,6,False,Baena
2025-04-10,2025-04-15,5,430,6,False,Sopuerta
2025-07-22,2025-07-24,2,132,5,False,Culla
2025-12-08,2025-12-12,4,180,4,False,Culla
2025-01-02,2025-01-03,1,92,4,False,Frías
2025-02-03,2025-02-05,2,108,3,False,Morella
2025-02-24,2025-02-26,2,176,2,False,Culla
2025-07-17,2025-07-20,3,246,4,True,Balmaseda
2025-10-17,2025-10-20,3,357,2,False,Frías
2025-04-27,2025-04-30,3,261,1,True,Morella
2025-08-01,2025-08-04,3,138,6,False,Onda
2025-06-24,2025-07-01,7,630,5,False,Morella
2025-03-31,2025-04-06,6,510,2,True,La Seu d'Urgell
2025-04-22,2025-04-24,2,206,5,False,Onda
2025-04-14,2025-04-16,2,216,1,False,Frías
2025-01-24,2025-01-26,2,126,3,True,Culla
2025-01-19,2025-01-25,6,564,5,False,Culla
2025-01-27,2025-02-03,7,840,5,False,Sopuerta
2025-04-24,2025-04-26,2,204,4,True,La Seu d'Urgell
2025-06-21,2025-06-24,3,339,3,True,Morella
2025-07-04,2025-07-10,6,318,5,False,Gautegiz Arteaga
2025-06-08,2025-06-15,7,532,6,True,Frías
2025-11-22,2025-11-24,2,208,3,True,Balmaseda
2025-09-23,2025-09-24,1,83,3,False,Bermeo
2025-11-21,2025-11-28,7,637,2,True,Pobladura del Valle
2025-08-18,2025-08-23,5,555,5,False,Lorca
2025-12-29,2026-01-01,3,180,2,False,Pobladura del Valle
2025-12-20,2025-12-24,4,396,4,True,Lorca
2025-05-01,2025-05-03,2,240,6,True,Frías
2025-12-17,2025-12-23,6,690,1,True,La Seu d'Urgell
2025-09-16,2025-09-23,7,469,1,True,Gautegiz Arteaga
2025-05-24,2025-05-26,2,172,5,True,Frías
2025-12-29,2026-01-04,6,516,2,False,Lorca
2025-11-19,2025-11-22,3,297,1,True,Onda
2025-11-27,2025-11-29,2,182,4,False,Frías
2025-01-06,2025-01-09,3,312,4,True,Onda
2025-08-05,2025-08-11,6,582,2,False,Baena
2025-10-28,2025-11-02,5,400,6,False,Bermeo
2025-07-17,2025-07-23,6,672,2,False,Morella
2025-07-15,2025-07-17,2,102,3,False,Balmaseda
2025-03-18,2025-03-22,4,380,3,False,Sopuerta
2025-09-30,2025-10-07,7,679,5,True,La Seu d'Urgell
2025-04-21,2025-04-27,6,306,6,True,Balmaseda
2025-06-07,2025-06-14,7,602,1,True,Frías
2025-05-26,2025-05-30,4,160,2,False,Sopuerta
2025-01-10,2025-01-17,7,602,5,True,Balmaseda
2025-03-01,2025-03-04,3,330,1,False,Sopuerta
2025-01-01,2025-01-02,1,54,6,False,Gautegiz Arteaga
2025-12-17,2025-12-20,3,237,2,False,Onda
2025-04-14,2025-04-16,2,102,6,True,Onda
2025-11-01,2025-11-06,5,360,3,True,Pobladura del Valle
2025-09-26,2025-09-29,3,294,3,True,Puebla de Sanabria
2025-05-19,2025-05-21,2,202,6,True,La Seu d'Urgell
2025-03-26,2025-03-28,2,124,2,True,Baena
2025-01-02,2025-01-05,3,300,4,True,Pobladura del Valle
2025-07-01,2025-07-03,2,112,6,True,Morella
2025-06-18,2025-06-21,3,138,5,True,Frías
2025-12-28,2026-01-03,6,366,5,True,Bermeo
2025-05-17,2025-05-20,3,249,5,True,Sopuerta
2025-04-02,2025-04-09,7,406,2,False,Frías
2025-06-11,2025-06-16,5,245,2,False,Gautegiz Arteaga
2025-11-12,2025-11-13,1,68,4,True,Bermeo
2025-10-17,2025-10-20,3,360,4,False,Gautegiz Arteaga
2025-01-31,2025-02-05,5,510,3,True,Balmaseda
2025-07-06,2025-07-12,6,642,2,True,Morella
2025-07-23,2025-07-28,5,250,5,True,Sopuerta
2025-10-13,2025-10-14,1,55,1,False,Balmaseda
2025-02-09,2025-02-15,6,654,4,False,Puebla de Sanabria
2025-01-10,2025-01-12,2,224,1,False,La Seu d'Urgell
2025-07-11,2025-07-12,1,97,4,False,La Seu d'Urgell
2025-06-02,2025-06-09,7,735,4,True,Frías
2025-04-24,2025-04-28,4,344,4,True,Gautegiz Arteaga
2025-11-26,2025-11-28,2,102,3,False,Bermeo
2025-11-11,2025-11-12,1,114,2,False,Sopuerta
2025-10-10,2025-10-11,1,67,5,False,Gautegiz Arteaga
2025-07-06,2025-07-13,7,315,2,False,Frías
2025-01-26,2025-01-30,4,252,1,True,Morella
2025-06-17,2025-06-24,7,462,2,True,Bermeo
2025-06-29,2025-06-30,1,76,3,False,Sopuerta
2025-11-19,2025-11-25,6,522,3,True,Onda
2025-07-11,2025-07-15,4,316,1,True,Frías
2025-11-02,2025-11-09,7,497,4,True,Onda
2025-08-27,2025-08-31,4,452,3,True,Puebla de Sanabria
2025-04-15,2025-04-20,5,245,1,True,Pobladura del Valle
2025-04-16,2025-04-21,5,310,2,False,Sopuerta
2025-09-07,2025-09-11,4,440,4,False,La Seu d'Urgell
2025-04-11,2025-04-15,4,188,2,True,Culla
2025-02-23,2025-02-24,1,115,4,False,Sopuerta
2025-04-05,2025-04-09,4,236,4,False,Gautegiz Arteaga
2025-01-06,2025-01-13,7,357,1,True,Gautegiz Arteaga
2025-05-26,2025-05-29,3,330,3,True,Pobladura del Valle
2025-10-23,2025-10-25,2,120,4,True,Bermeo
2025-01-09,2025-01-14,5,410,3,True,Morella
2025-01-31,2025-02-05,5,555,1,False,Bermeo
2025-11-02,2025-11-06,4,356,1,False,Gautegiz Arteaga
2025-09-19,2025-09-23,4,200,2,False,Balmaseda
2025-10-26,2025-10-28,2,224,1,False,Frías
2025-08-31,2025-09-06,6,552,6,False,Morella
2025-09-03,2025-09-04,1,120,2,False,Sopuerta
2025-01-30,2025-01-31,1,66,4,False,Sopuerta
2025-07-19,2025-07-25,6,408,6,False,Culla
2025-06-28,2025-07-05,7,833,1,True,Baena
2025-03-16,2025-03-22,6,558,3,True,Lorca
2025-02-25,2025-03-04,7,406,6,True,Frías
2025-07-17,2025-07-24,7,609,5,True,Gautegiz Arteaga
2025-12-18,2025-12-19,1,44,5,True,Lorca
2025-12-09,2025-12-14,5,535,3,True,La Seu d'Urgell
2025-10-09,2025-10-13,4,248,4,True,Onda
2025-02-23,2025-03-01,6,480,1,False,Balmaseda
2025-08-27,2025-08-28,1,109,3,True,Bermeo
2025-10-28,2025-10-31,3,318,3,True,Gautegiz Arteaga
2025-11-07,2025-11-12,5,240,6,True,La Seu d'Urgell
2025-12-31,2026-01-03,3,123,6,False,Baena
2025-12-01,2025-12-05,4,244,5,True,Pobladura del Valle
2025-07-12,2025-07-18,6,438,2,True,Culla
2025-07-18,2025-07-20,2,80,6,True,Lorca
2025-07-30,2025-08-01,2,152,3,True,Balmaseda
2025-11-29,2025-12-01,2,96,2,True,Frías
2025-12-14,2025-12-21,7,280,2,False,Lorca
2025-02-04,2025-02-05,1,56,1,True,Sopuerta
2025-10-21,2025-10-23,2,108,3,False,Sopuerta
2025-07-31,2025-08-01,1,65,4,True,Puebla de Sanabria
2025-11-01,2025-11-03,2,196,6,False,Pobladura del Valle
2025-05-12,2025-05-16,4,380,5,False,Morella
2025-09-17,2025-09-18,1,100,3,False,Baena
2025-07-25,2025-07-27,2,84,5,False,La Seu d'Urgell
2025-11-18,2025-11-22,4,388,4,True,La Seu d'Urgell
2025-02-26,2025-03-01,3,165,6,False,Morella
2025-12-02,2025-12-09,7,462,2,True,Onda
2025-07-19,2025-07-23,4,332,2,True,Pobladura del Valle
2025-03-20,2025-03-22,2,238,3,False,La Seu d'Urgell
2025-11-15,2025-11-22,7,504,6,True,Culla
2025-04-21,2025-04-24,3,351,1,False,Frías
2025-03-31,2025-04-05,5,570,3,False,Balmaseda
2025-05-06,2025-05-10,4,172,5,False,Morella
2025-10-03,2025-10-08,5,475,2,True,Gautegiz Arteaga
2025-06-21,2025-06-24,3,267,5,True,Sopuerta
2025-10-30,2025-11-01,2,142,6,False,Bermeo
2025-04-16,2025-04-20,4,352,6,True,Lorca
2025-10-28,2025-10-30,2,156,3,True,Culla
2025-01-20,2025-01-21,1,107,1,False,Baena
2025-03-16,2025-03-19,3,354,2,True,Onda
2025-03-23,2025-03-26,3,306,2,True,Puebla de Sanabria
2025-04-03,2025-04-04,1,76,2,False,Culla
2025-02-12,2025-02-15,3,336,2,False,Bermeo
2025-02-09,2025-02-14,5,340,5,False,Bermeo
2025-07-04,2025-07-07,3,237,5,False,Puebla de Sanabria
2025-10-08,2025-10-09,1,84,2,True,La Seu d'Urgell
2025-03-01,2025-03-07,6,264,5,False,Bermeo
2025-05-18,2025-05-21,3,342,5,True,Sopuerta
2025-09-30,2025-10-06,6,702,4,True,La Seu d'Urgell
2025-07-25,2025-07-27,2,88,6,True,Morella
2025-03-07,2025-03-14,7,679,1,True,Gautegiz Arteaga
2025-03-18,2025-03-23,5,390,1,False,Balmaseda
2025-11-06,2025-11-12,6,288,5,True,Bermeo
2025-03-25,2025-03-27,2,190,5,False,Onda
2025-09-10,2025-09-14,4,376,3,False,Frías
2025-12-19,2025-12-22,3,153,4,True,Pobladura del Valle
2025-09-22,2025-09-26,4,248,2,True,Baena
2025-10-22,2025-10-25,3,252,6,False,Onda
2025-01-19,2025-01-22,3,132,1,False,Pobladura del Valle
2025-09-19,2025-09-26,7,798,6,False,Puebla de Sanabria
2025-08-30,2025-09-06,7,630,4,True,Sopuerta
2025-09-14,2025-09-15,1,41,2,True,Frías
2025-07-30,2025-08-04,5,370,3,False,Balmaseda
2025-12-03,2025-12-10,7,546,4,True,Sopuerta
2025-01-22,2025-01-26,4,192,5,False,Balmaseda
2025-01-21,2025-01-25,4,380,3,False,Frías
2025-12-29,2026-01-04,6,390,1,False,Puebla de Sanabria
2025-12-05,2025-12-12,7,294,1,False,Pobladura del Valle
2025-05-03,2025-05-05,2,208,6,False,Onda
2025-05-17,2025-05-23,6,528,5,True,Baena
2025-04-26,2025-04-30,4,412,2,False,Balmaseda
2025-05-14,2025-05-21,7,630,6,False,Onda
2025-12-30,2025-12-31,1,110,6,True,Morella
2025-07-05,2025-07-09,4,344,2,False,Onda
2025-12-04,2025-12-07,3,243,6,True,Balmaseda
2025-06-13,2025-06-14,1,57,6,False,La Seu d'Urgell
2025-08-17,2025-08-19,2,150,2,False,Onda
2025-07-17,2025-07-21,4,188,4,True,Gautegiz Arteaga
2025-06-08,2025-06-09,1,92,3,True,Morella
2025-03-23,2025-03-25,2,166,6,True,Morella
2025-03-19,2025-03-25,6,318,5,True,Culla
2025-03-15,2025-03-22,7,392,3,False,Bermeo
2025-01-19,2025-01-22,3,324,6,False,Baena
2025-06-18,2025-06-23,5,555,6,False,Bermeo
2025-07-10,2025-07-17,7,525,2,False,Frías
2025-10-12,2025-10-14,2,196,6,True,Baena
2025-02-01,2025-02-02,1,54,2,False,La Seu d'Urgell
2025-10-30,2025-10-31,1,120,2,True,Gautegiz Arteaga
2025-05-11,2025-05-15,4,220,4,True,Culla
2025-03-21,2025-03-27,6,624,6,True,Sopuerta
2025-11-20,2025-11-22,2,156,4,False,Frías
2025-02-09,2025-02-10,1,102,5,False,Onda
2025-03-18,2025-03-23,5,265,2,True,Morella
2025-07-14,2025-07-20,6,552,1,False,Culla
2025-06-13,2025-06-14,1,62,4,False,Bermeo
2025-07-06,2025-07-09,3,354,3,False,Baena
2025-07-21,2025-07-24,3,324,4,False,Puebla de Sanabria
2025-12-10,2025-12-17,7,630,1,True,Culla
2025-07-31,2025-08-05,5,445,5,False,Gautegiz Arteaga
2025-08-29,2025-08-31,2,90,6,True,Gautegiz Arteaga
2025-05-04,2025-05-08,4,172,4,True,Sopuerta
2025-06-11,2025-06-12,1,98,1,True,La Seu d'Urgell
2025-02-24,2025-03-03,7,616,2,True,Morella
2025-03-25,2025-04-01,7,469,6,True,Puebla de Sanabria
2025-01-29,2025-01-31,2,172,3,True,Lorca
2025-05-10,2025-05-13,3,222,1,True,Bermeo
2025-06-26,2025-07-01,5,535,2,True,Onda
2025-05-15,2025-05-20,5,550,6,True,Gautegiz Arteaga
2025-05-12,2025-05-18,6,348,4,True,Puebla de Sanabria
2025-05-13,2025-05-14,1,45,2,False,Balmaseda
2025-09-10,2025-09-15,5,500,3,False,Bermeo
2025-05-01,2025-05-07,6,504,2,True,Baena
2025-06-26,2025-06-27,1,90,6,False,Gautegiz Arteaga
2025-01-05,2025-01-06,1,55,5,False,Morella
2025-05-21,2025-05-25,4,480,5,True,Puebla de Sanabria
2025-06-08,2025-06-14,6,492,2,True,Balmaseda
2025-10-11,2025-10-14,3,162,5,True,Frías
2025-06-05,2025-06-11,6,312,6,True,Bermeo
2025-12-21,2025-12-28,7,693,1,True,Onda
2025-07-08,2025-07-11,3,141,6,False,Baena
2025-09-24,2025-09-25,1,109,3,True,Morella
2025-09-19,2025-09-21,2,196,3,False,Balmaseda
2025-01-03,2025-01-05,2,90,5,True,Sopuerta
2025-10-05,2025-10-09,4,420,6,False,Gautegiz Arteaga
2025-10-01,2025-10-02,1,48,1,False,Pobladura del Valle
2025-07-24,2025-07-30,6,600,1,True,Gautegiz Arteaga
2025-06-18,2025-06-21,3,192,1,False,Puebla de Sanabria
2025-06-16,2025-06-18,2,184,5,True,Balmaseda
2025-03-04,2025-03-06,2,212,1,True,Lorca
2025-09-26,2025-10-02,6,666,2,False,Sopuerta
2025-10-12,2025-10-13,1,88,2,False,Frías
2025-03-16,2025-03-23,7,455,6,False,Gautegiz Arteaga
2025-12-29,2026-01-02,4,396,5,False,Gautegiz Arteaga
2025-11-20,2025-11-22,2,92,1,False,Gautegiz Arteaga
2025-01-14,2025-01-17,3,234,4,True,Puebla de Sanabria
2025-07-15,2025-07-20,5,535,3,True,Pobladura del Valle
2025-10-21,2025-10-28,7,532,4,False,Bermeo
2025-01-02,2025-01-05,3,249,3,True,Balmaseda
2025-03-26,2025-04-01,6,582,5,False,Sopuerta
2025-04-20,2025-04-24,4,408,1,False,La Seu d'Urgell
2025-01-19,2025-01-22,3,174,6,True,Puebla de Sanabria
2025-10-28,2025-10-30,2,228,5,True,Puebla de Sanabria
2025-07-16,2025-07-21,5,580,6,False,Culla
2025-10-21,2025-10-24,3,159,2,False,Lorca
2025-01-23,2025-01-27,4,424,3,True,Gautegiz Arteaga
2025-01-28,2025-02-03,6,582,5,True,Morella
2025-02-16,2025-02-20,4,340,2,True,Balmaseda
2025-01-15,2025-01-17,2,110,3,True,La Seu d'Urgell
2025-07-17,2025-07-19,2,152,5,True,Puebla de Sanabria
2025-06-25,2025-06-29,4,380,1,True,Morella
2025-09-22,2025-09-24,2,134,1,False,Onda
2025-10-17,2025-10-22,5,265,3,True,Gautegiz Arteaga
2025-03-30,2025-04-04,5,365,5,True,La Seu d'Urgell
2025-04-15,2025-04-19,4,456,5,False,Puebla de Sanabria
2025-07-18,2025-07-25,7,364,3,False,La Seu d'Urgell
2025-09-09,2025-09-11,2,238,1,False,Pobladura del Valle
2025-05-27,2025-05-30,3,183,4,True,Frías
2025-10-05,2025-10-10,5,580,2,False,Gautegiz Arteaga
2025-01-26,2025-01-27,1,59,5,False,Frías
2025-09-04,2025-09-05,1,99,5,False,Balmaseda
2025-08-04,2025-08-05,1,63,3,False,Balmaseda
2025-10-12,2025-10-16,4,388,1,True,Bermeo
2025-08-22,2025-08-25,3,288,3,True,Puebla de Sanabria
2025-02-03,2025-02-04,1,55,4,False,Morella
2025-10-06,2025-10-08,2,178,6,False,Bermeo
2025-10-24,2025-10-29,5,490,6,False,Gautegiz Arteaga
2025-10-14,2025-10-16,2,138,1,False,Gautegiz Arteaga
2025-01-28,2025-01-31,3,189,1,False,Baena
2025-07-19,2025-07-22,3,330,5,True,Puebla de Sanabria
2025-04-09,2025-04-15,6,444,1,False,Onda
2025-06-07,2025-06-10,3,306,3,True,Pobladura del Valle
2025-12-03,2025-12-10,7,630,4,False,Gautegiz Arteaga
2025-09-04,2025-09-11,7,819,1,True,Lorca
2025-03-08,2025-03-12,4,416,4,True,Bermeo
2025-08-18,2025-08-20,2,96,3,True,Puebla de Sanabria
2025-05-23,2025-05-25,2,212,5,True,Sopuerta
2025-10-16,2025-10-20,4,316,2,True,Puebla de Sanabria
2025-11-12,2025-11-16,4,436,5,False,Balmaseda
2025-08-04,2025-08-08,4,392,3,True,Lorca
2025-03-04,2025-03-05,1,117,6,True,Puebla de Sanabria
2025-04-01,2025-04-07,6,306,5,True,Morella
2025-11-19,2025-11-23,4,312,5,True,Gautegiz Arteaga
2025-07-28,2025-08-01,4,452,4,True,Lorca
2025-05-14,2025-05-18,4,284,6,False,Lorca
2025-09-08,2025-09-14,6,690,4,False,Lorca
2025-06-16,2025-06-21,5,415,5,True,Lorca
2025-12-19,2025-12-25,6,438,6,True,Sopuerta
2025-11-24,2025-11-29,5,210,5,False,La Seu d'Urgell
2025-04-01,2025-04-07,6,672,6,True,Pobladura del Valle
2025-12-06,2025-12-13,7,280,2,True,La Seu d'Urgell
2025-02-23,2025-02-26,3,360,4,True,Frías
2025-07-07,2025-07-12,5,225,1,True,Culla
2025-12-02,2025-12-04,2,142,4,True,Frías
2025-08-12,2025-08-15,3,123,6,True,Puebla de Sanabria
2025-04-16,2025-04-22,6,672,6,False,Lorca
2025-12-13,2025-12-14,1,75,3,False,Culla
2025-12-01,2025-12-04,3,246,2,False,Puebla de Sanabria
2025-09-03,2025-09-07,4,352,5,False,Puebla de Sanabria
2025-09-04,2025-09-08,4,376,2,True,Pobladura del Valle
2025-08-30,2025-09-06,7,630,2,True,Sopuerta
2025-07-05,2025-07-07,2,146,3,True,Gautegiz Arteaga
2025-08-29,2025-09-04,6,684,3,False,Frías
2025-10-11,2025-10-14,3,354,6,True,Balmaseda
2025-09-08,2025-09-15,7,721,2,True,Gautegiz Arteaga
2025-04-24,2025-04-27,3,168,4,False,La Seu d'Urgell
2025-11-17,2025-11-24,7,658,4,True,Culla
2025-08-30,2025-09-05,6,288,2,False,Morella
2025-05-10,2025-05-15,5,400,2,False,Gautegiz Arteaga
2025-04-04,2025-04-11,7,749,5,False,Lorca
2025-06-13,2025-06-16,3,153,2,True,Onda
2025-01-24,2025-01-30,6,252,4,False,Sopuerta
2025-10-29,2025-10-31,2,166,1,False,Puebla de Sanabria
2025-05-11,2025-05-15,4,468,3,True,Balmaseda
2025-10-26,2025-10-27,1,105,6,True,La Seu d'Urgell
2025-01-07,2025-01-13,6,684,4,True,Sopuerta
2025-08-06,2025-08-13,7,833,4,True,Sopuerta
2025-06-20,2025-06-22,2,86,6,False,Puebla de Sanabria
2025-04-09,2025-04-11,2,152,3,False,Culla
2025-12-27,2025-12-29,2,84,2,False,Baena
2025-12-06,2025-12-07,1,76,2,True,Morella
2025-11-21,2025-11-23,2,218,3,False,Onda
2025-10-25,2025-11-01,7,504,4,True,Lorca
